study_type,condition,case_id,status,error_message,boundary_case_index,current_A,current_density_command_A_cm2,egr_band,egr_fraction_cmd,ambient_supply_p_kPa_g,ambient_supply_T_C,ambient_supply_RH,ambient_supply_wO2,ambient_supply_wN2,ambient_supply_wH2O,historical_stack_in_flow_kg_s,historical_stack_in_flow_SLPM,stack_in_flow_recomputed_kg_s,stack_in_flow_recomputed_SLPM,lambdaO2_initial,lambdaO2_target_error,separator_iter_count,separator_iter_converged,separator_T_initial_C,separator_T_final_C,separator_T_sim_C,separator_p_kPa_g,V_cell_sim,pO2_stack_kPa,p_stack_internal_kPa_abs,pH2_stack_kPa,pAn_stack_kPa_abs,lambda_m,T_stack_C,stack_out_T_sim_C,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,lambda_O2_actual,m_stack_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,liquid_drain_separator_kg_s,condensed_separator_kg_s,separator_out_RH,m_separator_gas_kg_s,maxGasRes_kg_s,Qnet_W,Qgen_W,Qcool_W,Qamb_W,Qgas_W,gas_residual_ok,flow_fixed_ok,humidity_ok,oxygen_starvation_risk,oxygen_ok,pressure_order_ok,separator_ok,normal_operation_ok,risk_label
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_02,ok,,2,76,0.2,low,0.7,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00154729,71.8,0.00148115762103297,68.731212112899,3.38039965979346,-2.01270549866673,2,1,62.3,65.7462482912188,65.7490988890569,44.6,0.586950260899111,3.25375581843383,150.210108720511,143.011625308269,164.970353045722,13.3478596530786,63.4745494445284,65.7490988890569,0.0791378524693162,12.3633110020189,0.835968911563711,1.36769416112673,0.00148115762103297,0.000994670702477526,0.00042628744391894,0,0,0.883605474670218,0.000994670702477526,3.46944695195361e-18,82.9153542253677,811.132482746681,375.015406727989,346.270613339339,6.9311084539849,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,0,2,1,64.4,67.2054312674558,67.2054312674558,46.1,0.739716897128161,19.3257337815466,153.291546541961,158.747461011064,177.890726339593,7.7376495897363,64.7527156337279,67.2054312674558,0.20622436550273,33.269145764728,0.113788841252881,2.82817392094889,0.00185879116888627,0,0.00185972086849339,0,0,0,0,1.02999206386123e-18,88.7304803023086,938.052379638234,481.795775742859,357.77408578163,9.75203781143595,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.05,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.0525839899654805,2,1,64.4,67.2022581285767,67.2022581285767,46.1,0.741010458170318,18.7397284413594,153.286752821005,158.068782747256,177.959945477682,8.58893474907967,64.7511290642883,67.2022581285767,0.201790989600035,32.5539313972256,0.162719939188921,2.77558993098341,0.00185879116888627,9.29100622124963e-05,0.00176529118203743,0,0,0.763374123303729,9.29100622124963e-05,1.0842021724855e-18,88.5628549849882,935.69292429734,479.628443315912,357.759807327175,9.74181866926399,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.1,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.110732786936485,2,1,64.4,67.2007397784883,67.2007397784883,46.1,0.741670418209893,18.0940952078635,153.281567495279,157.341750433867,178.034819378668,9.62569274750082,64.7503698892442,67.2007397784883,0.196927212791854,31.7692826036459,0.215641585410216,2.7174411340124,0.00185879116888627,0.000185655747827745,0.0016709017304497,0,0,0.792211331584704,0.000185655747827745,3.03576608295941e-18,88.4101929180312,934.489157185155,478.591416599338,357.752975362426,9.73457230536,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.15,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.175390530506145,2,1,64.4,67.2013616134487,67.2013616134487,46.1,0.741542056601335,17.379103885524,153.275936992398,156.560520616805,178.116121212448,10.8959277874129,64.7506808067244,67.2013616134487,0.191565331121242,30.9042770431343,0.273072209108155,2.65278339044274,0.00185879116888627,0.00027821588868059,0.00157655670252334,0,0,0.823558267723321,0.00027821588868059,1.95156391047391e-18,88.2200188424691,934.723288759166,479.016280686231,357.755774380444,9.73121485002131,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.2,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.247729884636208,2,1,64.4,67.2050150477692,67.2050150477692,46.1,0.740440971878814,16.5827451752194,153.269798918939,155.718475099404,178.204749986225,12.4619387703309,64.7525075238846,67.2050150477692,0.185622296662893,29.9455170091413,0.335625386819928,2.58044403631268,0.00185879116888627,0.000370565364356807,0.00148226145742723,0,0,0.857740047594189,0.000370565364356807,2.81892564846231e-18,87.7139005236586,936.731667293044,481.512091268954,357.772216859359,9.73345864107214,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.25,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.32598871178169,2,1,64.4,67.2169073063448,67.2169073063448,46.1,0.736028525864061,15.8129739353455,153.211300185058,155.55511996494,178.222086781921,12.7807973938401,64.7584536531724,67.2169073063448,0.179346381472851,28.9330549911077,0.391382699317545,2.5021852091672,0.00185879116888627,0.000461081206460815,0.00138324361938245,0,0,0.863577635252307,0.000461081206460815,4.11996825544492e-18,87.6048428504755,944.779968823952,489.635245998783,357.82573245918,9.71414751551375,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.3,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.412958631472588,2,1,64.4,67.2317539072634,67.2317539072634,46.1,0.730274157934702,14.9571988525388,153.145048753843,155.501369436461,178.227793186144,12.8770481618845,64.7658769536317,67.2317539072634,0.172492279047779,27.8273169173829,0.445047914510139,2.4152152894763,0.00185879116888627,0.000550458871219441,0.00128440403284536,0,0,0.864734645459359,0.000550458871219441,2.38524477946811e-18,87.9124561556414,955.275935927104,499.776131474962,357.892540932861,9.69480736363999,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.35,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.511144158844354,2,1,64.4,67.2500048682042,67.2500048682042,46.1,0.72319382608832,13.9734046028106,153.079240302394,155.446376833412,178.233635957685,12.9732662947067,64.7750024341021,67.2500048682042,0.164871293654739,26.5978614488507,0.498149573014159,2.31702976210453,0.00185879116888627,0.000638911851685432,0.00118655058170152,0,0,0.8658167087789,0.000638911851685432,4.33680868994202e-19,88.2912873933195,968.190461214905,512.242345095324,357.974668741769,9.68215998449237,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.4,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.623374090463632,2,1,64.4,67.2730120023365,67.2730120023365,46.1,0.714261100114243,12.8300065057703,153.013890432795,155.38947787407,178.239686084007,13.069494424689,64.7865060011682,67.2730120023365,0.156288805190167,25.2132914973037,0.55072574330224,2.20479983048526,0.00185879116888627,0.000726449951852133,0.0010896749277782,0,0,0.866797422794906,0.000726449951852133,3.68628738645072e-18,88.7695679503914,984.48375339162,527.957234945054,358.078198932242,9.67875156393211,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.45,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.753511858168097,2,1,64.4,67.303450480958,67.303450480958,46.1,0.702433264581009,11.4840177972462,152.948654462694,155.372700745706,178.241471334726,13.0750788472201,64.801725240479,67.303450480958,0.146480009990112,23.6308876116549,0.602847451638264,2.07466206278079,0.00185879116888627,0.000813085134293216,0.000993770719691709,0,0,0.867638045601238,0.000813085134293216,2.81892564846231e-18,89.405095682385,1006.05772540424,548.748059973488,358.215169543928,9.68940020443903,1,1,1,0,1,1,1,1,ok
custom_inlet_fixed_total_flow,ambient50RH_fixed_total_flow,initial_noegr_03,ok,,3,114,0.3,low,0.5,0,25,0.5,0.230092198318883,0.760085992131562,0.00982180954955525,0.00194381,90.2,0.00185879116888627,86.2548106211726,2.82817392094889,-0.906962473257236,2,1,64.4,67.344853721809,67.344853721809,46.1,0.686326145579461,9.87570699889129,152.883937214523,155.35197399073,178.243677400634,13.078272823726,64.8224268609045,67.344853721809,0.135076511725293,21.7912182540829,0.654595039516901,1.92121144769165,0.00185879116888627,0.000898828108357456,0.000898828108357456,0,0,0.868256760676988,0.000898828108357456,1.0842021724855e-18,90.2863614582699,1035.43711046306,577.028291593983,358.401480602695,9.72097680811477,1,1,1,0,1,1,1,1,ok
