condition,case_id,boundary_case_index,boundary_current_A,boundary_current_density_A_cm2,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,cathode_flow_nlpm_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,lambda_O2_final_sample,lambda_O2_window_min,lambda_O2_window_max,lambda_O2_window_range,m_ca_in_actual_kg_s,m_ca_in_final_sample_kg_s,ca_in_flowing_fraction_30s,dV_cell_30s,dp_stack_internal_30s_kPa,is_dynamic_stable,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,h_cool_effective_W_K,solve_status,pO2_ca_in_target_kPa,pO2_ca_in_target_error_kPa,abs_pO2_error_kPa,pressure_order_ok,dq60_speed_min_flow_lpm,dq60_speed_max_flow_lpm,dq60_speed_flow_in_grid,condition_target,current_density_target_A_cm2,pO2_ca_in_noEGR_kPa,air_flow_control,lookup_quality,thermal_ok,humidity_ok,pO2_target_ok,oxygen_ok,dq60_operating_map_ok,selection_score,study_type,dq60_global_map_ok,normal_operation_ok,risk_label
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0,1,90.2,0.738495821052125,1347.01637759907,16.8048695175669,150.671105939484,64.9059163624107,-7.94429277770461,940.279622400925,585.09582549325,359.153406147552,3.97468353782771,2.16770214723197,2.16775403173231,2.16763510839458,2.16775403173231,0.000118923337735222,0.00148986633374982,0.00148990199407815,1,1.92234482464526e-05,0.000582980678927925,1,0.00194381,0,0.00140512426404719,0,0,3000,87.4437021549629,28.2556297845025,1.21233759307532,59.7768921711014,0,133.069370219717,62.2999999999996,161.325000004219,92.8994385755877,62.2999999999996,161.325000004219,0.192227825710134,31.0111539834983,0.600000000015699,67.9059163624107,0,6,64.4,66.3,1156.50702164525,no_egr_reference,31.0111539834983,0,0,1,80,450,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,good,1,1,1,1,1,NaN,constant_pO2_DQ60_speed_flow,1,1,ok
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.05,1,90.2,0.736581866209727,1343.52532396654,16.4031750088024,150.587646842188,64.9086862980411,-7.70508509166836,943.770676033457,588.298548972547,359.178330784072,3.998881368506,2.14594268400857,2.14599173390543,2.14587930781155,2.14599173390543,0.000112426093883844,0.00149900193784815,0.00149903594216186,1,1.8672048680779e-05,0.000549277114998858,1,0.00194381,7.06199974324797e-05,0.00134177995121711,7.06199974324797e-05,0.05,3000,87.6250159132126,28.2374984086779,1.2122013380093,59.7773203177343,0,133.069370219717,62.5037681467109,161.306868628394,93.1034258880348,62.2999999999996,161.306868628394,0.188861760494813,30.464699189064,0.619937384434523,67.9086862980411,0,6,64.4,66.3,1156.50559340412,best_effort_unreachable_with_DQ60_map,31.0111539834983,-0.5464547944343,0.5464547944343,1,80,450,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,0.5664547944343,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.1,1,90.2,0.734423093458979,1339.58772246918,15.9639338977047,150.50101978074,64.9118117816517,-7.43499407679223,947.708277530823,591.912372471415,359.206454734746,4.02444440145424,2.12150295566749,2.12154893483022,2.12144354721093,2.12154893483022,0.000105387619294905,0.00150849045000775,0.0015085226703007,1,1.80449474674882e-05,0.000513841800909631,1,0.00194381,0.000141995761475366,0.0012779618532783,0.000141995761475366,0.0999999999999999,3000,87.8127732517793,28.2187226748212,1.21206024067168,59.7768546118438,0,133.069370219717,62.7099452722982,161.288092894538,93.3093646215221,62.2999999999996,161.288092894538,0.185253443111769,29.879174541644,0.640385291730211,67.9118117816517,0,6,64.4,66.3,1156.50399950013,best_effort_unreachable_with_DQ60_map,31.0111539834983,-1.13197944185438,1.13197944185438,1,80,450,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.15197944185438,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.15,1.075,96.965,0.732927571903413,1336.85989115183,15.6440170498195,150.48642711382,64.9139600979013,-7.2476110610477,950.436108848175,594.396347043168,359.225785833333,4.06158703272187,2.10830485204384,2.10834999330112,2.10824652681252,2.10834999330112,0.000103466488593273,0.0015223163001452,0.00152234828890556,1,1.77257480712401e-05,0.00046745615435384,1,0.00208959574999999,0.000214839769294872,0.00121742535933761,0.000214839769294872,0.15,3000,94.5648690844898,27.5435130915495,1.20698612344879,62.8516833333461,0,133.069370219717,62.877195460865,160.612883311266,92.8059452639707,62.2999999999996,160.612883311266,0.182199117485993,29.2635255961934,0.654329665594382,67.9139600979013,0,6,64.4,66.3,1156.50290649083,best_effort_unreachable_with_DQ60_map,31.0111539834983,-1.74762838730496,1.74762838730496,1,80,450,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.76912838730496,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.2,1.725,155.595,0.76263501493647,1391.04626724412,20.03292823383,155.514591439993,64.8694614669095,-11.0254716822241,896.249732755879,542.944872410851,358.82537371162,5.50495831563307,2.90012440145755,2.90021779106211,2.90000369658755,2.90021779106211,0.000214094474557669,0.00207837541192017,0.00207844118075681,1,2.38953686261256e-05,0.000604452380201792,1,0.00335307225000001,0.00039850689734772,0.00159402758939088,0.00039850689734772,0.2,3500,151.705901175366,31.061028705922,1.23341982196683,112.849634101052,0,133.069370219717,62.9619237282083,164.130398925639,96.4500757163913,62.2999999999996,164.130398925639,0.183665619678752,30.1451114267982,0.66266171822682,67.8694614669096,0,6,64.4,66.3,1156.52702230293,best_effort_unreachable_with_DQ60_map,31.0111539834983,-0.866042556700148,0.866042556700148,1,125,520,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,0.900542556700147,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.25,1.725,155.595,0.761430995880441,1388.85013648592,19.71628877988,155.460913798886,64.8711932565512,-10.8757782671075,898.445863514077,544.947244704115,358.840956824526,5.53344025254241,2.87871914746151,2.87880876516647,2.87860331713375,2.87880876516647,0.00020544803271827,0.00208921644786011,0.00208928015427555,1,2.35153757094375e-05,0.000580322140194767,1,0.00335307225000001,0.000500425301892753,0.00150127590567826,0.000500425301892753,0.25,3500,151.938880581981,31.0522919781735,1.23335416652911,112.877043528965,0,133.069370219717,63.1314695786046,164.12166219789,96.6277553201211,62.2999999999996,164.12166219789,0.18117725124472,29.7351116267282,0.676520650142533,67.8711932565512,0,6,64.4,66.3,1156.52598403633,best_effort_unreachable_with_DQ60_map,31.0111539834983,-1.27604235677011,1.27604235677011,1,125,520,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.31054235677011,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.3,1.8,162.36,0.760795401605173,1387.69081252784,19.5123615954628,155.496833034033,64.8720818656833,-10.7979752240207,899.605187472162,545.974691597015,358.848952750654,5.57951834851443,2.87341180237269,2.87350010094481,2.87329767650358,2.87350010094481,0.000202424441230864,0.00210685433115016,0.00210691765241764,1,2.33344239147781e-05,0.000546918120278406,1,0.00349885800000001,0.000605413193933258,0.00141263078584427,0.000605413193933258,0.3,3500,158.73554339912,30.7974171225301,1.23143881324216,116.931852330654,0,133.069370219717,63.2641505026925,163.866787342247,96.5178869565609,62.2999999999996,163.866787342247,0.179184579421841,29.3624013711287,0.686195999293215,67.8720818656833,0,6,64.4,66.3,1156.52544883676,best_effort_unreachable_with_DQ60_map,31.0111539834983,-1.64875261236968,1.64875261236968,1,125,520,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.68475261236968,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.35,2.07,186.714,0.756918720111603,1380.61974548356,18.9406060822273,154.69731062541,64.8779452105933,-10.318190880897,906.676254516436,552.754221530404,358.901713259158,5.33851060777152,2.74453971845893,2.74721916848543,2.73976379468837,2.74906951266884,0.00930571798046786,0.00201335511424911,0.00201524502650258,1,0.000135669748514644,0.0221345693745434,1,0.00402368669999999,0.00067352255312431,0.00125082759865943,0.00067352255312431,0.35,3500,182.535145665502,28.5831067914749,1.21479854262944,125.426030375229,0,133.069370219717,63.2336861395699,161.652477011192,94.2505195997875,62.2999999999996,161.652477011192,0.179090511704811,28.9504248262845,0.677294560172061,67.8779452105933,0,6,64.4,66.3,1156.52214789278,best_effort_unreachable_with_DQ60_map,31.0111539834983,-2.06072915721382,2.06072915721382,1,125,520,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,2.10212915721382,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.4,1.8,162.36,0.757840449626002,1382.30098011783,18.7752284245329,155.386773307591,64.8763384141917,-10.4299157373369,904.995019882172,550.896302176358,358.88725432604,5.64137911711221,2.82014782032861,2.82022749935448,2.82004483397189,2.82022749935448,0.000182665382594038,0.00212979128046164,0.0021298500382446,1,2.23989661126689e-05,0.000496795254946392,1,0.00349885800000001,0.000814992010851627,0.00122248801627744,0.000814992010851627,0.4,3500,159.240548893918,30.7784794164737,1.23129649870333,116.981277113865,0,133.069370219717,63.5989064640063,163.84784963619,96.8666986151168,62.2999999999996,163.84784963619,0.173589940375756,28.4423384490421,0.714426679763328,67.8763384141917,0,6,64.4,66.3,1156.52293781766,best_effort_unreachable_with_DQ60_map,31.0111539834983,-2.56881553445629,2.56881553445629,1,125,520,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,2.60481553445629,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.30_boundary_114A,3,114,0.3,114,0.3,0.45,2,180.4,0.755562039099396,1378.1451593173,18.4441296842433,154.929549723048,64.8797822745276,-10.148864452873,909.150840682702,554.878289578553,358.918243448038,5.50317210898345,2.74684442174305,2.74692835770958,2.74673414332126,2.74692835770958,0.000194214388320013,0.00207609770932656,0.00207615997644641,1,2.25066509298433e-05,0.000384309978187503,1,0.00388762,0.00089266335005573,0.00109103298340145,0.00089266335005573,0.45,3500,176.934646895429,29.2831691380582,1.22005942531869,124.081184774496,0,133.069370219717,63.5812173512525,162.352539357775,95.3394307175305,62.2999999999996,162.352539357775,0.173440875783561,28.1585666118975,0.708619746418539,67.8797822745276,0,6,64.4,66.3,1156.52102847043,best_effort_unreachable_with_DQ60_map,31.0111539834983,-2.85258737160081,2.85258737160081,1,125,520,1,pO2_ca_in,0.3,31.0111539834983,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,2.89258737160081,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
