study_type,condition,case_id,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,V_cell_sim,V_cell_target,V_cell_target_error,pO2_ca_in_target_kPa,pO2_ca_in_kPa,pO2_ca_in_target_error_kPa,lambda_O2_actual,RH_ca_in,T_stack_C,solve_status,normal_operation_ok,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,risk_label
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.1,1,0.756537565610354,NaN,NaN,NaN,29.8794353561263,NaN,2.12225793309403,0.640326559704388,64.8766406563174,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.15,1,0.754340380789464,NaN,NaN,NaN,29.249164191503,NaN,2.09465794512089,0.661290304204119,64.8799010925747,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.2,1,0.751817563892196,NaN,NaN,NaN,28.5669477789607,NaN,2.06334222667562,0.682840172363903,64.8836464026122,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.25,1,0.748888386780048,NaN,NaN,NaN,27.8240399571916,NaN,2.0275953017128,0.705021762077296,64.8879968739047,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.3,1,0.745442226261447,NaN,NaN,NaN,27.0094859683242,NaN,1.98651015208961,0.727886812282322,64.8931173412677,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.35,1,0.741322894881102,NaN,NaN,NaN,26.1093630102294,NaN,1.93892017970144,0.751494493484587,64.8992405330153,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.4,1,0.736301640068875,NaN,NaN,NaN,25.1056821843679,NaN,1.88330016603814,0.775913147206098,64.9067072976802,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.45,1,0.730027590825451,NaN,NaN,NaN,23.9747619218921,NaN,1.81761853155308,0.801222767411218,64.9160404239344,,1,1,1,1,1,1,ok
constant_current_fixed_flow,constant_current_fixed_flow,bench_114A,114,0.3,0.5,1,0.721929106141042,NaN,NaN,NaN,22.6847519388123,NaN,1.73911076602697,0.827518867864168,64.9280915884297,,1,1,1,1,1,1,ok
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.082_boundary_038A,31.16,0.082,0,1,0.799892452293148,0.8,-0.000107547706851729,NaN,26.4313536258226,NaN,3.54302360765976,0.8,61.6651413904756,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.080_boundary_038A,30.4,0.08,0.05,1,0.800069006073303,0.8,6.90060733030684e-05,NaN,26.2125214272809,NaN,3.58723306323132,0.807820105805381,61.6605416571954,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.079_boundary_038A,30.02,0.079,0.1,1,0.799810352818892,0.8,-0.000189647181108255,NaN,25.9863102038053,NaN,3.60123108735306,0.815605300101691,61.6583762054713,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.077_boundary_038A,29.26,0.077,0.15,1,0.799965180391345,0.8,-3.48196086545904e-05,NaN,25.7604855484955,NaN,3.64741331210777,0.823162082256786,61.6537867657204,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.075_boundary_038A,28.5,0.075,0.2,1,0.800116965552104,0.8,0.000116965552104276,NaN,25.532319413727,NaN,3.69555098697418,0.830550925510249,61.6492016663062,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.074_boundary_038A,28.12,0.074,0.25,1,0.799776258764682,0.8,-0.000223741235318209,NaN,25.2862527412347,NaN,3.70881935420031,0.838092647217242,61.6470602406009,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.072_boundary_038A,27.36,0.072,0.3,1,0.799899141475062,0.8,-0.000100858524937797,NaN,25.0491666022634,NaN,3.75908046717273,0.845202687729091,61.6424860426511,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.070_boundary_038A,26.6,0.07,0.35,1,0.80001732847087,0.8,1.73284708704369e-05,NaN,24.8090765082173,NaN,3.81159973379583,0.852136093239585,61.637916061347,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.068_boundary_038A,25.84,0.068,0.4,1,0.800130850727354,0.8,0.000130850727353748,NaN,24.5658444633652,NaN,3.86656786111901,0.858889827561601,61.6333501519857,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.066_boundary_038A,25.08,0.066,0.45,1,0.800239797060151,0.8,0.000239797060151314,NaN,24.3193332918365,NaN,3.9242001804135,0.865460883221467,61.6287881523935,,1,1,1,1,1,0,dq60_map_extrapolation
constant_voltage_fixed_noEGR_boundary,constant_voltage_fixed_noEGR_boundary,j0.065_boundary_038A,24.7,0.065,0.5,1,0.799718528065575,0.8,-0.00028147193442507,NaN,24.030245154359,NaN,3.93542709032053,0.872507060166551,61.6266905152227,,1,1,1,1,1,0,dq60_map_extrapolation
