condition,case_id,boundary_case_index,boundary_current_A,boundary_current_density_A_cm2,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,cathode_flow_nlpm_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,h_cool_effective_W_K,condition_target,V_cell_target,V_cell_target_error,current_density_solved_A_cm2,air_flow_control,lookup_quality,study_type,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,normal_operation_ok,risk_label,life_model_version,life_equivalent_duration_h,life_voltage_factor,life_humidity_factor,life_temperature_factor,life_current_factor,life_cycling_factor,life_damage_rate_mV_h,life_delta_V_deg_mV,life_damage_index,life_projected_to_EOL_h,life_ECSA_ratio_proxy,life_high_potential_exposure_V_h,life_dry_exposure_h,life_high_potential_margin_mV,life_interpretation_status,life_group_key,life_rate_ratio_to_noEGR,life_benefit_vs_noEGR_pct,life_source_file
constant_voltage_fixed_flow,j0.065_boundary_038A,1,38,0.1,24.7,0.065,0.5,1,49.7,0.799718528065575,316.048762291515,18.0612220574124,136.757542247045,61.6266905152227,-183.315068156639,179.532037708485,31.3377973174248,329.643880938367,1.86542760933159,3.93542709032053,0.001071035,0.000313939499773023,0.000313939499773023,0.000313939499773023,0.5,3000,57.6819431813427,29,1.25817939016247,39.29403597639,1,112.325,60.5787072967165,141.325,97.0840906502853,58.9,141.325,0.170035345157325,24.030245154359,0.872507060166551,64.6266905152227,0,5.5,61.6,60.6,1174.117361767,V_cell,0.8,-0.00028147193442507,0.065,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.45192311005344,1,1.04483048611603,1,1,0.0182041623465627,0.0182041623465627,0.000242722164620836,4119.93688982682,0.999902911134152,0,0,-0.28147193442507,usable,constant_voltage_fixed_flow|V=0.8,0.997666835878683,0.233316412131657,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.200_boundary_076A,2,76,0.2,76,0.2,0,1,71.8,0.774893918711964,942.271005153749,17.7232953303709,148.898497042536,63.4739599011204,-83.2925452126207,582.592994846251,317.03954932036,346.267304960987,2.57868577752419,2.40450982319515,0.00154729,0,0.00104317235138007,0,0,3000,72.522973442514,29,1.22794262134015,50.6704963643877,1,127.225,61.2,156.225,93.7849739497278,61.2,156.225,0.192539144761296,30.0794278903335,0.6,66.4739599011204,0,6,63.2,64.6,1157.24800609081,V_cell,0.775,-0.000106081288035575,0.2,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.2052709426495,1.06122448979592,1.09761763852545,1,1,0.0168470658574098,0.0168470658574098,0.000224627544765463,4451.8137837642,0.999910148982094,0,0.1,-25.106081288036,usable,constant_voltage_fixed_flow|V=0.775,1,0,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.195_boundary_076A,2,76,0.2,74.1,0.195,0.05,1,71.8,0.774994976627227,918.834044289241,17.5783695468343,148.931667787963,63.461928599162,-83.930264192858,567.908355710759,303.127388539461,346.159035997742,2.55219536641464,2.42297587954032,0.00154729,5.19346152490235e-05,0.000986757689731446,5.19346152490235e-05,0.05,3000,72.6469369977452,29,1.22794262134015,50.6972632921686,1,127.225,61.3766219584513,156.225,93.9788090737692,61.2,156.225,0.189803651577998,29.6520754677728,0.616366227543982,66.461928599162,0,6,63.2,64.6,1157.29015277168,V_cell,0.775,-5.02337277275e-06,0.195,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.2061848051956,1.04282412997077,1.097267269523,1,1,0.0165622217776329,0.0165622217776329,0.000220829623701772,4528.37795598697,0.999911668150519,0,0.083633772456018,-25.005023372773,usable,constant_voltage_fixed_flow|V=0.775,0.983092362659008,1.6907637340992,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.146_boundary_038A,1,38,0.1,55.48,0.146,0.1,1,49.7,0.774934927022916,687.894236019702,15.6055107308705,135.355447350247,61.8279800122399,-172.912625643119,425.256483980298,264.095657461249,331.455278362672,2.61817379949628,2.43102432267401,0.001071035,7.98216172924221e-05,0.000718394555631799,7.98216172924221e-05,0.1,3000,57.2435122284994,29,1.25817939016247,39.1484023660617,1,112.325,59.3418245152421,141.325,95.7119097086169,58.9,141.325,0.18122156283233,25.611137367279,0.825195383970963,64.8279800122399,0,5.5,61.6,60.6,1158.41584034725,V_cell,0.775,-6.50729770840242e-05,0.146,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20564169560338,1,1.05048472017246,1,1,0.01519809815081,0.01519809815081,0.000202641308677466,4934.82798017085,0.999918943476529,0,0,-25.065072977084,usable,constant_voltage_fixed_flow|V=0.775,0.902121371130361,9.78786288696388,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.141_boundary_038A,1,38,0.1,53.58,0.141,0.15,1,49.7,0.774904866642479,664.310444075265,15.4501387266151,135.415693278266,61.8160617490961,-173.52262865835,410.718675924735,250.314151073487,331.348026194438,2.5791273151599,2.45394973971805,0.001071035,0.000118618412997325,0.00067217100698484,0.000118618412997325,0.15,3000,57.3372192083863,29,1.25817939016247,39.1735317001467,1,112.325,59.5552508017262,141.325,95.9486819291951,58.9,141.325,0.178289606488985,25.1967786370558,0.8369546369867,64.8160617490961,0,5.5,61.6,60.6,1158.53061507027,V_cell,0.775,-9.51333575205382e-05,0.141,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20536991088155,1,1.05014927455897,1,1,0.0151898200498496,0.0151898200498496,0.000202530933997995,4937.51734739889,0.999918987626401,0,0,-25.095133357521,usable,constant_voltage_fixed_flow|V=0.775,0.901630003610911,9.83699963890886,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.136_boundary_038A,1,38,0.1,51.68,0.136,0.2,1,49.7,0.774862944794344,640.718671791548,15.2916699820181,135.478151168765,61.8041502762365,-174.132013894891,396.188848208452,236.540495835306,331.240835126406,2.53953114163096,2.47804947328624,0.001071035,0.000156620350908185,0.000626481403632741,0.000156620350908185,0.2,3000,57.4287299144297,29,1.25817939016247,39.1980435593822,1,112.325,59.7634328042323,141.325,96.1796362124269,58.9,141.325,0.175341142851978,24.7800870135558,0.848135464711922,64.8041502762365,0,5.5,61.6,60.6,1158.65871061241,V_cell,0.775,-0.000137055205655545,0.136,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20499098544675,1,1.04981410324634,1,1,0.0151801983696804,0.0151801983696804,0.000202402644929072,4940.64689891,0.999919038942028,0,0,-25.137055205656,usable,constant_voltage_fixed_flow|V=0.775,0.901058884565572,9.89411154344284,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.131_boundary_038A,1,38,0.1,49.78,0.131,0.25,1,49.7,0.774813966616263,617.123828130521,15.1309723349022,135.542870187245,61.7922413749297,-174.740761816566,381.662091869479,222.769812874441,331.133667189603,2.4993736220002,2.50355518868289,0.001071035,0.000193786844512457,0.00058136053353737,0.000193786844512457,0.25,3000,57.5179228971865,29,1.25817939016247,39.2219147707779,1,112.325,59.9661737119239,141.325,96.4045542190462,58.9,141.325,0.17238037222878,24.3616561052323,0.858723914754266,64.7922413749297,0,5.5,61.6,60.6,1158.80264046144,V_cell,0.775,-0.000186033383736794,0.131,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20454842976208,1,1.04947908741375,1,1,0.0151697806417485,0.0151697806417485,0.00020226374188998,4944.0398494355,0.999919094503244,0,0,-25.186033383737,usable,constant_voltage_fixed_flow|V=0.775,0.900440514101539,9.95594858984611,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.125_boundary_038A,1,38,0.1,47.5,0.125,0.3,1,49.7,0.775205193446142,589.155947019068,15.0295397605505,135.629351901566,61.7776706567883,-175.487823166523,363.884052980932,205.921182926899,331.002545667558,2.44814755299841,2.54450004009728,0.001071035,0.000229370729595746,0.00053519836905674,0.000229370729595746,0.3,3000,57.6012813115534,29,1.25817939016247,39.2445984375604,1,112.325,60.1588286684322,141.325,96.6182830085467,58.9,141.325,0.169565939047641,23.9639063359079,0.868229094995151,64.7776706567883,0,5.5,61.6,60.6,1159.00501888864,V_cell,0.775,0.000205193446141783,0.125,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.2080880076165,1,1.04906930358438,1,1,0.0152084165378266,0.0152084165378266,0.000202778887171021,4931.47986928547,0.999918888445132,0,0,-24.794806553858,usable,constant_voltage_fixed_flow|V=0.775,0.902733844964316,9.72661550356837,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.120_boundary_038A,1,38,0.1,45.6,0.12,0.35,1,49.7,0.775200838694428,565.586531911454,14.874100616691,135.698963794669,61.7657415883904,-176.097314920068,349.331868088546,192.127179308977,330.895196241812,2.40680745782406,2.5751494776885,0.001071035,0.000264614178438215,0.000491426331385257,0.000264614178438215,0.35,3000,57.6847599075861,29,1.25817939016247,39.2670255216812,1,112.325,60.3493044392727,141.325,96.8295942390947,58.9,141.325,0.166636286724521,23.549873221343,0.877516967053254,64.7657415883904,0,5.5,61.6,60.6,1159.19716454286,V_cell,0.775,0.000200838694427552,0.12,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20804855133592,1,1.04873390555331,1,1,0.0152030577040864,0.0152030577040864,0.000202707436054485,4933.21813675948,0.999918917025578,0,0,-24.799161305572,usable,constant_voltage_fixed_flow|V=0.775,0.902415757898858,9.75842421011419,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.115_boundary_038A,1,38,0.1,43.7,0.115,0.4,1,49.7,0.775220317529846,542.034046016869,14.7215837571439,135.770897886547,61.753799015281,-176.70743353445,334.762753983131,178.317559553412,330.7877252862,2.36490267796953,2.60856466926861,0.001071035,0.000298895741914378,0.000448343612871566,0.000298895741914378,0.4,3000,57.7654451136253,29,1.25817939016247,39.2887407008635,1,112.325,60.5337339206725,141.325,97.0341977983397,58.9,141.325,0.16372199159943,23.1380104627895,0.886178791868334,64.753799015281,0,5.5,61.6,60.6,1159.41938397707,V_cell,0.775,0.000220317529846414,0.115,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20822504956984,1,1.04839821131321,1,1,0.015200411769994,0.015200411769994,0.000202672156933253,4934.07686152634,0.999918931137227,0,0,-24.7796824701541,usable,constant_voltage_fixed_flow|V=0.775,0.902258701820678,9.77412981793215,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.110_boundary_038A,1,38,0.1,41.8,0.11,0.45,1,49.7,0.775278004042114,518.505929103366,14.5743300151348,135.845176134133,61.7418369156614,-177.318599740245,320.169270896634,164.485360731882,330.680078612948,2.32243129204934,2.64538405461493,0.001071035,0.000332173353826304,0.000405989654676594,0.000332173353826304,0.45,3000,57.8431503216532,29,1.25817939016247,39.309720373259,1,112.325,60.7119166594546,141.325,97.2318713062526,58.9,141.325,0.160836357164955,22.7301981763372,0.894205658641841,64.7418369156614,0,5.5,61.6,60.6,1159.67948093645,V_cell,0.775,0.000278004042113977,0.11,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20874789983555,1,1.04806205192973,1,1,0.0152021136500088,0.0152021136500088,0.000202694848666784,4933.52449052087,0.999918922060533,0,0,-24.721995957886,usable,constant_voltage_fixed_flow|V=0.775,0.902359721192787,9.7640278807213,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.106_boundary_038A,1,38,0.1,40.28,0.106,0.5,1,49.7,0.774776563285139,499.327999506006,14.346937323032,135.900991731812,61.7325554879691,-177.789689514451,308.849920493994,153.75290965242,330.596555185512,2.29014517051264,2.6660324990937,0.001071035,0.000365661756023496,0.000365661756023496,0.000365661756023496,0.5,3000,57.9240098121523,29,1.25817939016247,39.3308553919017,1,112.325,60.8914187715446,141.325,97.4310085089757,58.9,141.325,0.157669273987729,22.2826101463157,0.902384946095771,64.7325554879691,0,5.5,61.6,60.6,1159.91357286004,V_cell,0.775,-0.000223436714860914,0.106,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation,pemfc_life_v01,1,1.20421057122488,1,1.04780128261562,1,1,0.0151412805728246,0.0151412805728246,0.000201883740970994,4953.34589695203,0.999919246503612,0,0,-25.223436714861,usable,constant_voltage_fixed_flow|V=0.775,0.898748820772553,10.1251179227447,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.346_boundary_114A,3,114,0.3,131.48,0.346,0,1,90.2,0.750019055195686,1577.80008603406,15.6947659385196,149.99374224238,65.0015863225758,0.114636798828839,1060.21463396594,695.71423457346,360.014274610447,4.37148798320253,1.99900826130046,0.00194381,0,0.00148608890195687,0,0,3000,87.4437021549634,28.2556297845037,1.21233759307532,59.7768921711017,0,133.069370219716,62.3,161.32500000422,92.899438575588,62.3,161.32500000422,0.192227825710133,31.0111539834983,0.600000000015693,68.0015863225758,0,6,64.4,66.3,1156.46617694795,V_cell,0.75,1.90551956863461e-05,0.346,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,1,1,ok,pemfc_life_v01,1,1.00014292418033,1.0612244897767,1.14281461971684,1,1,0.0145554743725775,0.0145554743725775,0.000194072991634367,5152.70049468809,0.999922370803346,0,0.099999999984307,-49.980944804314,usable,constant_voltage_fixed_flow|V=0.75,1,0,condition_study_constant_voltage_solved.csv
constant_voltage_fixed_flow,j0.337_boundary_114A,3,114,0.3,128.06,0.337,0.05,1,90.2,0.749938714896051,1536.59442927341,15.4545320736403,150.02861791648,64.9791672245131,-1.11250848920602,1032.80141072659,669.790448639651,359.812527270788,4.3109433053543,2.00554926977851,0.00194381,7.39458483533374e-05,0.00140497111871341,7.39458483533374e-05,0.05,3000,87.6433992453384,28.2356600754662,1.21218752316063,59.7758683095564,0,133.069370219716,62.5160452989971,161.305030295182,93.1149597658981,62.3,161.305030295182,0.188445131406637,30.3971476305271,0.622240479146941,67.9791672245131,0,6,64.4,66.3,1156.47160317601,V_cell,0.75,-6.12851039485385e-05,0.337,fixed_nearest_bench_reference,good,constant_voltage_fixed_flow,1,1,1,1,1,1,ok,pemfc_life_v01,1,0.999540467337874,1.03701965153039,1.14214105757666,1,1,0.0142065412872047,0.0142065412872047,0.000189420550496063,5279.25822927425,0.999924231779802,0,0.0777595208530589,-50.061285103949,usable,constant_voltage_fixed_flow|V=0.75,0.976027364245154,2.39726357548455,condition_study_constant_voltage_solved.csv
