condition,case_id,boundary_case_index,boundary_current_A,boundary_current_density_A_cm2,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,cathode_flow_nlpm_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,lambda_O2_final_sample,lambda_O2_window_min,lambda_O2_window_max,lambda_O2_window_range,m_ca_in_actual_kg_s,m_ca_in_final_sample_kg_s,ca_in_flowing_fraction_30s,dV_cell_30s,dp_stack_internal_30s_kPa,is_dynamic_stable,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,h_cool_effective_W_K,case_label,solve_status,condition_target,current_density_target_A_cm2,pO2_ca_in_noEGR_kPa,pO2_ca_in_target_kPa,pO2_ca_in_target_error_kPa,abs_pO2_error_kPa,pressure_order_ok,dq60_speed_min_flow_lpm,dq60_speed_max_flow_lpm,dq60_speed_flow_in_grid,air_flow_control,lookup_quality,thermal_ok,humidity_ok,pO2_target_ok,oxygen_ok,dq60_operating_map_ok,selection_score,study_type,dq60_global_map_ok,normal_operation_ok,risk_label
constant_pO2_DQ60_two_point,j0.10_boundary_038A,1,38,0.1,38,0.1,0,1,49.7,0.795892924637798,483.902898179781,18.1881207592508,136.251595611441,61.7859657935164,-270.509443656576,278.529101820219,215.758430574414,331.079102330521,2.2010125718599,3.10666829816219,3.11058069398807,3.10159839682554,3.11058069398807,0.00898229716252485,0.000724498848033415,0.000725411248713774,1,0.000222556955582709,0.0146302929715887,1,0.00107103500000001,0,0.000689829108036786,0,0,3000,57.0499440999394,28.9999999999993,1.25817939016247,39.0963808647117,1,112.325,58.8999999999999,141.325,95.2217555982534,58.8999999999999,141.325,0.187025321958766,26.4313536258225,0.800000000000002,64.7859657935164,0,5.5,61.6,60.6,1160.20493067376,baseline_j0p10_EGR0,no_egr_reference,pO2_ca_in,0.1,26.4313536258225,26.4313536258225,0,0,1,80,450,0,two_point_solved_min_stable_DQ60_flow,good,1,1,1,1,0,NaN,constant_pO2_DQ60_speed_flow,0,0,dq60_map_boundary
constant_pO2_DQ60_two_point,j0.10_boundary_038A,1,38,0.1,38,0.1,0.25,1.5,74.55,0.796018842890274,483.979456477286,18.3035433950433,136.901586218311,61.7856473037414,-270.497314468711,278.452543522714,215.390076594846,331.076235679962,2.4835457166162,3.39047219395561,3.39504227503987,3.38454953876855,3.39504227503987,0.0104927362713165,0.000819449652744889,0.000820533455065834,1,0.00022215152250471,0.010752194039668,1,0.0016065525,0.000195760005959166,0.000587280017877499,0.000195760005959166,0.25,3000,85.978742719158,28.4021257264895,1.25285667240671,57.6510645901461,0,112.325,59.6172338270771,140.72712572649,95.3236569674369,58.8999999999999,140.72712572649,0.18000045127343,25.330946137181,0.828198417327945,64.7856473037414,0,5.5,61.6,60.6,1160.21117599884,representative_j0p10_EGR0p25_DQ60_solved_min_stable_flow,best_effort_unreachable_with_DQ60_map,pO2_ca_in,0.1,26.4313536258225,26.4313536258225,-1.10040748864155,1.10040748864155,1,80,450,1,two_point_solved_min_stable_DQ60_flow,coarse_grid,1,1,0,1,1,1.13040748864155,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
