label,weighted_rmse_cell_V,rmse_cell_V,max_abs_error_cell_V,low_current_rmse_cell_V,low_current_max_abs_error_cell_V,high_current_bias_cell_V,high_current_rmse_cell_V,mean_V_act_V,mean_V_ohm_V,mean_V_conc_V,max_positive_dV_step,terms_physical,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10
book_reference,4.00761937907721,5.44143520648171,18.0264049156952,1.15788033481997,1.17270942841315,-5.15587117485093,7.90243514427881,1.60612358367168,0.19005188551474,1.74377446500603,0,1,0.7084,0.00143,-0.0001527,0.0001043,0.525,0.2173,-302.06,0.000513,5.2e-10,0.0335
current_applied,0.0268847003392667,0.0276768787404756,0.0412789811860388,0.0280883541772901,0.0412789811860388,-0.0313980974073963,0.0316932021940216,0.424782920657389,0.111355522130444,7.80089739893745e-05,0,1,0.000287535403388982,0.00036268845416401,-0.00022905,4.94065645841247e-324,0.525,0.2173,-302.06,0.00029762047915877,7.80089739893745e-05,3.15764854558989e-20
internal_state_weighted_refit,0.00675574367852964,0.00629715385164261,0.00967869961839818,0.00762853698646531,0.00967869961839818,-0.00591286515283466,0.00612723463712818,0.420784408230849,0.0914051775603546,7.80089739893745e-05,0,1,0.0744713408262993,0,-0.000202828724508046,4.20166114357016e-05,0.525,0.2173,-302.06,0.000243019536124841,7.80089739893745e-05,3.15764854558989e-20
