condition,case_id,boundary_case_index,boundary_current_A,boundary_current_density_A_cm2,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,cathode_flow_nlpm_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,h_cool_effective_W_K,current_density_target_A_cm2,air_flow_control,study_type,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,normal_operation_ok,risk_label
constant_current_fixed_flow,bench_038A,1,38,0.1,38,0.1,0.5,1,49.7,0.778449352253109,473.29720616989,14.8775190789685,136.025952855187,61.7164169308724,-178.633862072941,289.13479383011,135.091375782915,330.451325055093,2.22595506504295,2.79343567432471,0.001071035,0.000358118081606136,0.000358118081606136,0.000358118081606136,0.5,3000,57.8862859622054,29,1.25817939016247,39.3253828265685,1,112.325,60.8449396530513,141.325,97.3794452068283,58.9,141.325,0.159609800620367,22.5568550726733,0.897667043525428,64.7164169308724,0,5.5,61.6,60.6,1160.41004320092,0.1,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0,1,71.8,0.774893918711964,942.271005153749,17.7232953303709,148.898497042536,63.4739599011204,-83.2925452126207,582.592994846251,317.03954932036,346.267304960987,2.57868577752419,2.40450982319515,0.00154729,0,0.00104317235138007,0,0,3000,72.522973442514,29,1.22794262134015,50.6704963643877,1,127.225,61.2,156.225,93.7849739497278,61.2,156.225,0.192539144761296,30.0794278903335,0.6,66.4739599011204,0,6,63.2,64.6,1157.24800609081,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.05,1,71.8,0.773640720274005,940.747115853191,17.4075840313007,148.852781971404,63.4751938979828,-83.2216069958018,584.11688414681,318.466443252584,346.278409513985,2.59363837604272,2.38715197580214,0.00154729,5.2441600218893e-05,0.000996390404158968,5.2441600218893e-05,0.05,3000,72.6493025213379,29,1.22794262134015,50.6975927189473,1,127.225,61.3787956857944,156.225,93.9811946475273,61.2,156.225,0.18973498402651,29.6413478795415,0.616703161870936,66.4751938979828,0,6,63.2,64.6,1157.24384002327,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.1,1,71.8,0.772242348712648,939.046696034579,17.0638775716319,148.805532423061,63.4765717785091,-83.142443543815,585.817303965421,320.059712707661,346.290808855452,2.6092259461219,2.3675503742635,0.00154729,0.000105468177982475,0.000949213601842275,0.000105468177982475,0.1,3000,72.7795341075204,29,1.22794262134015,50.725005563735,1,127.225,61.5596797369168,156.225,94.1797072378863,61.2,156.225,0.186744972581597,29.17423334156,0.633750693753892,66.4765717785091,0,6,63.2,64.6,1157.23923255304,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.15,1,71.8,0.770671863459057,937.136985966214,16.6880593716016,148.756642095938,63.4781202763733,-83.0535142396015,587.727014033786,321.850270329367,346.304743557645,2.62551438637616,2.34534016725921,0.00154729,0.00015911022812071,0.000901624626017357,0.00015911022812071,0.15,3000,72.9140709485202,29,1.22794262134015,50.7527535591262,1,127.225,61.742775284123,156.225,94.3806468515978,61.2,156.225,0.18354330721427,28.6740531695493,0.651163942748365,66.4781202763733,0,6,63.2,64.6,1157.23410937982,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.2,1,71.8,0.768895114553727,934.976459297332,16.275146718225,148.70599307892,63.4798732808125,-82.9528630689664,589.887540702668,323.877302863679,346.320518584574,2.64258232338216,2.32007627631603,0.00154729,0.000213401168743868,0.000853604674975472,0.000213401168743868,0.2,3000,73.0533884779084,29,1.22794262134015,50.7808576647297,1,127.225,61.9282206296936,156.225,94.5841652695611,61.2,156.225,0.180098869124178,28.1359458289247,0.668966505964436,66.4798732808125,0,6,63.2,64.6,1157.22837822702,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.25,1,71.8,0.76686812039981,932.511634406169,15.8190480552932,148.653454089855,63.4818744387351,-82.8379661527174,592.352365593831,326.191280019391,346.338526707939,2.66052501921806,2.29121034947172,0.00154729,0.000268377755942767,0.000805133267828301,0.000268377755942767,0.25,3000,73.1980538410324,29,1.22794262134015,50.8093416397814,1,127.225,62.116172549289,156.225,94.7904345464283,61.2,156.225,0.176373748247723,27.5539888200005,0.687184583827759,66.4818744387351,0,6,63.2,64.6,1157.22192293547,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.3,1,71.8,0.764533192821949,929.67236247149,15.3122333939621,148.598878373894,63.4841809995766,-82.705505908473,595.19163752851,328.858400334229,346.359283106308,2.67945999644568,2.25805932614351,0.00154729,0.000324080576862505,0.000756188012679179,0.000324080576862505,0.3,3000,73.3487515606658,29,1.22794262134015,50.8382327195622,1,127.225,62.3068107553021,156.225,94.9996519089444,61.2,156.225,0.172321241743113,26.9208859913178,0.705847413658422,66.4841809995766,0,6,63.2,64.6,1157.21459500871,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.35,1,71.8,0.761813039003897,926.364655428738,14.7452791610551,148.542101186749,63.4868696668343,-82.5510262401821,598.499344571262,331.967357394134,346.383478022033,2.6995353952772,2.21976182901488,0.00154729,0.000380554639310126,0.000706744330147377,0.000380554639310126,0.35,3000,73.506318800369,29,1.22794262134015,50.8675625596962,1,127.225,62.500344127825,156.225,95.2120465941697,61.2,156.225,0.167883093037704,26.2275362098154,0.724987810924561,66.4868696668343,0,6,63.2,64.6,1157.20620119078,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.4,1,71.8,0.758601466283378,922.459383000588,14.1062277552053,148.482936775105,63.4900458185944,-82.3683872576577,602.404616999412,335.640001664367,346.412059735095,2.72094285760807,2.17521651616661,0.00154729,0.000437850080537354,0.000656775120806031,0.000437850080537354,0.4,3000,73.6717948261341,29,1.22794262134015,50.8973686063907,1,127.225,62.6970197561957,156.225,95.427889772195,61.2,156.225,0.162985610888571,25.462427061067,0.744642860354568,66.4900458185944,0,6,63.2,64.6,1157.19648464823,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.45,1,71.8,0.754748111788778,917.773703935154,13.3796672075607,148.421174760212,63.4938586523254,-82.1488656894784,607.090296064846,340.048852625686,346.446370848243,2.74393828039558,2.12299306101996,0.00154729,0.000496023022799854,0.000606250361199821,0.000496023022799854,0.45,3000,73.8464920361318,29,1.22794262134015,50.927696179949,1,127.225,62.8971366870877,156.225,95.6475096340874,61.2,156.225,0.157534097612962,24.6107643995849,0.764854826256852,66.4938586523254,0,6,63.2,64.6,1157.18509540121,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_076A,2,76,0.2,76,0.2,0.5,1,71.8,0.750032053808832,912.03897743154,12.5453767659226,148.356575850018,63.4985273498786,-81.8795919455603,612.82502256846,345.447353709055,346.488383740746,2.76887706421915,2.06120047874113,0.00154729,0.000555136607325897,0.000555136607325897,0.000555136607325897,0.5,3000,74.0321007790726,29,1.22794262134015,50.9586018291952,1,127.225,63.1010680587312,156.225,95.8713156832621,61.2,156.225,0.151404656477565,23.6531924582075,0.785672405838656,66.4985273498786,0,6,63.2,64.6,1157.171541735,0.2,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,0,1,dq60_map_extrapolation
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0,1,90.2,0.760182376384922,1386.5726545261,16.8122630458994,150.66724413862,64.8712356788204,-7.02719739575629,900.723345473902,544.98641407665,358.841261653332,3.92286713967623,2.16848793764095,0.00194381,0,0.0014055569620216,0,0,3000,87.4437021549634,28.2556297845037,1.21233759307532,59.7768921711017,0,133.069370219716,62.3,161.32500000422,92.899438575588,62.3,161.32500000422,0.192227825710133,31.0111539834983,0.600000000015693,67.8712356788204,0,6,64.4,66.3,1156.50499011625,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.05,1,90.2,0.758469514805133,1383.44839500456,16.4104679717293,150.583868264018,64.8737751040157,-6.88575562033877,903.847604995438,547.922811172596,358.864113651254,3.94643579192602,2.1467138913631,0.00194381,7.06414280008987e-05,0.00134218713201707,7.06414280008987e-05,0.05,3000,87.6245655349959,28.2375434465004,1.21220167646301,59.7771945036779,0,133.069370219716,62.5025611874168,161.306913666216,93.1021545252675,62.3,161.306913666216,0.188862553219731,30.4648355669964,0.619908488059666,67.8737751040157,0,6,64.4,66.3,1156.50401747244,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.1,1,90.2,0.756537565610354,1379.92451967329,15.9711100501042,150.497326938214,64.8766406563174,-6.72604663828227,907.371480326713,551.236316450881,358.88990042779,3.97131008632484,2.12225793309403,0.00194381,0.000142038201034408,0.00127834380930967,0.000142038201034408,0.1,3000,87.8118584838722,28.2188141516128,1.21206092810855,59.7766001530898,0,133.069370219716,62.7074976617817,161.288184371329,93.3067867550715,62.3,161.288184371329,0.185254955113983,29.8794353561263,0.640326559704388,67.8766406563174,0,6,64.4,66.3,1156.50293180982,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.15,1,90.2,0.754340380789464,1375.91685455998,15.4882578460056,150.407358284423,64.8799010925747,-6.54419403753967,911.379145440018,555.006434953519,358.919240717053,3.9976638069845,2.09465794512089,0.00194381,0.000214235736365783,0.00121400250607277,0.000214235736365783,0.15,3000,88.0063036619019,28.1993696338098,1.21191480494158,59.7749939764509,0,133.069370219716,62.9149866458859,161.268739853526,93.5134535468264,62.3,161.268739853526,0.181369087512366,29.249164191503,0.661290304204119,67.8799010925747,0,6,64.4,66.3,1156.5017115836,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.2,1,90.2,0.751817563892196,1371.31523653937,14.954629718594,150.313665415813,64.8836464026122,-6.33511795454555,915.980763460634,559.33722385809,358.952944325869,4.02571323122097,2.06334222667562,0.00194381,0.000287284086412819,0.00114913634565127,0.000287284086412819,0.2,3000,88.2087644176481,28.1791235582352,1.21176265816624,59.772237323488,0,133.069370219716,63.1252332374721,161.248493777951,93.722289024018,62.3,161.248493777951,0.177161020916568,28.5669477789607,0.682840172363903,67.8836464026122,0,6,64.4,66.3,1156.50032924285,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.25,1,90.2,0.748888386780048,1365.97241748681,14.3611824710348,150.215909751475,64.8879968739047,-6.09201874177166,921.323582513193,564.367774145172,358.992093705517,4.05573340427612,2.0275953017128,0.00194381,0.000361238566681967,0.0010837157000459,0.000361238566681967,0.25,3000,88.4202847475239,28.1579715252476,1.21160370323204,59.7681613782079,0,133.069370219716,63.3384783796885,161.227341744963,93.933447713883,62.3,161.227341744963,0.172576435585007,27.8240399571916,0.705021762077296,67.8879968739047,0,6,64.4,66.3,1156.49874891503,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.3,1,90.2,0.745442226261447,1359.68662070088,13.6965393437915,150.113702645871,64.8931173412677,-5.80556398850399,927.609379299121,570.288687800842,359.038172182689,4.08808330409334,1.98651015208961,0.00194381,0.000436160463936968,0.00101770774918626,0.000436160463936968,0.3,3000,88.6421445722142,28.1357855427786,1.21143697829427,59.7625580653111,0,133.069370219716,63.5550105432779,161.205155762494,94.1471115746452,62.3,161.205155762494,0.16754728371168,27.0094859683242,0.727886812282322,67.8931173412677,0,6,64.4,66.3,1156.49692289205,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.35,1,90.2,0.741322894881102,1352.17296026313,12.946179107581,150.006594813652,64.8992405330153,-5.4625542394753,935.12303973687,577.369073440861,359.093274048223,4.12324648726177,1.93892017970144,0.00194381,0.000512117812925336,0.00095107593828991,0.000512117812925336,0.35,3000,88.8759379592081,28.1124062040792,1.21126128543076,59.7551674325889,0,133.069370219716,63.7751836746509,161.181776423795,94.3635014847131,62.3,161.181776423795,0.16198706571877,26.1093630102294,0.751494493484587,67.8992405330153,0,6,64.4,66.3,1156.49478609777,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.4,1,90.2,0.736301640068875,1343.01419148563,12.0912613913303,149.894062873389,64.9067072976802,-5.043619588102,944.281808514373,586.003061252665,359.160466551514,4.16190029829557,1.88330016603814,0.00194381,0.000589186199087932,0.000883779298631898,0.000589186199087932,0.4,3000,89.123686796526,28.0876313203474,1.21107510521746,59.7456598659418,0,133.069370219716,63.9994463993624,161.157001540063,94.5828973421276,62.3,161.157001540063,0.155783999109258,25.1056821843679,0.775913147206098,67.9067072976802,0,6,64.4,66.3,1156.49224697467,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.45,1,90.2,0.730027590825451,1331.57032566562,11.1068832622389,149.775492189476,64.9160404239344,-4.51898392818811,955.725674334378,596.795162386621,359.244454195088,4.20504168085689,1.81761853155308,0.00194381,0.000667449472138561,0.000815771577058241,0.000667449472138561,0.45,3000,89.3880113422017,28.0611988657798,1.21087646856258,59.73361067406,0,133.069370219716,64.2283930348626,161.130569085496,94.8056760673621,62.3,161.130569085496,0.148790897084036,23.9747619218921,0.801222767411218,67.9160404239344,0,6,64.4,66.3,1156.48917159732,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
constant_current_fixed_flow,bench_114A,3,114,0.3,114,0.3,0.5,1,90.2,0.721929106141042,1316.79868960126,9.95941983489729,149.6501552693,64.9280915884297,-3.84001406215232,970.49731039874,610.73018751763,359.352901096148,4.25423584711451,1.73911076602697,0.00194381,0.000747000077054424,0.000747000077054424,0.000747000077054424,0.5,3000,89.6723965783065,28.0327603421694,1.21066275654483,59.7184635328985,0,133.069370219716,64.4628610786215,161.102130561885,95.0323903788889,62.3,161.102130561885,0.140809757510303,22.6847519388123,0.827518867864168,67.9280915884297,0,6,64.4,66.3,1156.48535386394,0.3,fixed_noEGR_reference,constant_current_fixed_flow,1,1,1,1,1,1,ok
