timestamp,fit_point_count,weighted_rmse_cell_V,rmse_cell_V,max_abs_error_cell_V,low_current_rmse_cell_V,low_current_max_abs_error_cell_V,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,fit_scope,selected_label,auto_applied
2026-06-08 10:43:40,13,0.00675574367852964,0.00629715385164261,0.00967869961839818,0.00762853698646531,0.00967869961839818,0.0744713408262993,0,-0.000202828724508046,4.20166114357016e-05,0.525,0.2173,-302.06,0.000243019536124841,7.80089739893745e-05,3.15764854558989e-20,testbench_internal_state_no_egr_weighted_low_current,internal_state_weighted_refit,1
