timestamp,fit_point_count,rmse_cell_V,max_abs_error_cell_V,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,fit_scope,selected_label,auto_applied
2026-06-05 18:39:45,13,0.00419770309400574,0.00711948409883212,0.304017191981674,2.25306159969634e-05,-2.43220427368691e-40,6.6267870643995e-05,0.045547324307882,6.57684656898606e-05,-1.52874181622737,9.63813640803096e-05,2.42869264823938e-06,0.0097928910349888,bench_stack_conditions_no_egr_book_theta,book_theta_refit,1
