metric,value
T_stack_rmse_C,0.646356682220989
T_stack_max_abs_C,1.55126732035338
T_out_rmse_C,1.29271336444198
T_out_max_abs_C,3.10253464070675
pCa_rmse_kPa,1.73277086245409
pCa_max_abs_kPa,5.90987218038183
pAn_rmse_kPa,0.732631471950839
pAn_max_abs_kPa,1.80261407197577
V_noEGR_rmse_mV,4.32307366222097
V_noEGR_max_abs_mV,7.88030067320444
V_EGR_rmse_mV,10.6341071327646
V_EGR_max_abs_mV,18.7223519185047
