case_id,source_dataset,module,variable,unit,current_A,egr_fraction,initial_value,final_value,delta_value,last_window_mean,last_window_min,last_window_max,last_window_std,last_window_range,last_window_abs_slope_per_s,sign_changes_total,sign_changes_last_window,converged_by_range,message
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,Qcool_W,W,38,0,-1562.73568527855,-281.346508148129,1281.38917713042,-330.854208219793,-386.929651098128,-281.346508148129,30.6731199810606,105.583142949999,5.27915714749994,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,Qamb_W,W,38,0,312.576290469489,326.371150031898,13.7948595624089,325.838172399548,325.234489402054,326.371150031898,0.330213014150175,1.13666062984447,0.0568330314922235,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,Qgas_W,W,38,0,0.870919318227213,0.977678131771284,0.106758813544071,1.67385053708752,0.939241084740951,2.4551497936119,0.719952346792515,1.51590870887095,0.00192185235151664,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,E_Nernst_V,V,38,0,1.19579993859251,1.19213395119811,-0.00366598739440738,1.1932099117671,1.19213395119811,1.19429061326556,0.0010062527585602,0.0021566620674569,8.32632116015697e-06,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,etaAct_V,V,38,0,0.267183979585364,0.266119569416058,-0.00106441016930553,0.266694100548235,0.266119569416058,0.267272398040155,0.000574150587719949,0.00115282862409671,4.92638244592447e-07,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,etaOhm_V,V,38,0,0.00752233359623993,0.00750867776618146,-1.36558300584729e-05,0.00750864408760029,0.00750860667630586,0.00750867776618146,2.06921048377036e-08,7.10898755930042e-08,3.55449377965021e-09,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,etaCon_V,V,38,0,0.126483769268266,0.126483769268266,0,0.126483769268266,0.126483769268266,0.126483769268266,8.34746341039781e-17,0,0,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,lambdaO2,1,38,0,4.59262356283096,1.10141787736705,-3.49120568546391,2.8458350539764,1.10141787736705,4.59262356283096,1.74247184341663,3.49120568546391,0.00159021904186673,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,mIn_kg_s,kg/s,38,0,0.001071035,0.000256859087218257,-0.000814175912781743,0.000663670537185674,0.000256859087218257,0.001071035,0.000406357783363229,0.000814175912781743,3.70851263597983e-07,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,iLim_A_cm2,A/cm2,38,0,0.1,0.1,0,0.1,0.1,0.1,2.78248780346594e-17,0,0,0,0,1,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,i0Scale,1,38,0,0.0217511240860518,0.0157352529947652,-0.00601587109128654,0.0183143131427162,0.0157352529947652,0.0209047601708132,0.00254150965396489,0.005169507176048,6.0314216424405e-06,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,mVIn_kg_s,kg/s,38,0,7.4764115311247e-05,1.79301726045623e-05,-5.68339427066847e-05,4.63278422935077e-05,1.79301726045623e-05,7.4764115311247e-05,2.83660012725926e-05,5.68339427066847e-05,2.58874515164875e-08,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,mVOutCa_kg_s,kg/s,38,0,9.41460724384792e-05,3.73983723669325e-05,-5.67477000715467e-05,6.76296552829975e-05,3.73983723669325e-05,9.80961221971263e-05,3.02408639341196e-05,6.06977498301937e-05,2.29307986410207e-08,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,mVAnIn_kg_s,kg/s,38,0,1.17104114250678e-05,1.26065766203063e-05,8.96165195238475e-07,1.25708572598753e-05,1.25304722654676e-05,1.26065766203063e-05,2.21106517881306e-08,7.6104354838751e-08,3.80521774193755e-09,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,mVOutAn_kg_s,kg/s,38,0,2.93615049175345e-05,3.13924869716758e-05,2.03098205414135e-06,3.13037490867886e-05,3.12034266604278e-05,3.13924869716758e-05,5.49284072420358e-08,1.89060311248028e-07,9.45301556240142e-09,0,0,0,
initial_noegr_01,initial_noegr_steady_xlsx,stack_summary,condensedTotal_kg,kg,38,0,1.96765295545652e-06,1.84973716104971e-06,-1.17915794406816e-07,1.67146952911825e-06,1.46340424400613e-06,1.86649949151441e-06,1.87724098725489e-07,4.03095247508285e-07,8.38116523235296e-10,0,0,0,
