case_id,condition,stop_time_s,is_steady,egr_ratio_cmd,current_A,current_density_A_cm2,V_cell_meas,V_cell_sim,V_cell_err,V_stack_sim,pO2_ref_no_egr_kPa,pO2_ca_in_kPa,pH2O_caIn_kPa,RH_ca_in,T_ca_in_C,T_stack_sim_C,lambda_O2_actual,pressure_order_ok,p_ca_in_sim_kPa,p_stack_internal_kPa,p_ca_out_boundary_kPa,Q_gen_W,Q_cool_W,hum_transfer_kg_s,RH_hum_wet_out,pH2O_hum_wet_out_kPa,oxygen_stoich_cmd,dV_cell_30s,dT_stack_30s_C,dRH_ca_in_30s,model_name,pO2_error_kPa,pO2_target_kPa,severe_oxygen_starvation
bench_j1p70,same_current_egr_constant_pO2_qualitative,300,1,0.2,646,1.7,0.60195,0.6173669141446,0.0154169141445999,9.8778706263136,47.6629672802536,47.5858554993347,31.0733120291958,0.679175898854376,79.0696251555219,80.284692430332,2.63489365475123,1,276.550480143472,249.403619570151,205.725,6580.23957540142,6109.46219314469,0.000458667375992691,0.529966834205723,24.4915687613353,2.87395173554934,1.64367235822027e-06,0.00209924713539067,2.45070352756782e-05,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,-0.0771117809188837,47.6629672802536,0
bench_j1p70,same_current_egr_constant_pO2_qualitative,300,1,0.3,646,1.7,0.60195,0.623055840440854,0.021105840440854,9.96889344705366,47.6629672802536,48.3966875205246,21.269890966126,0.528032192879475,75.9899769818751,80.5532981859836,3.15623496277298,1,282.573944942617,264.628707543066,205.725,6521.43883320333,6485.20688682637,0.000228290341494475,0.511520589197886,27.0690866819875,3.59243966943668,1.72778364415649e-06,0.00211211744745299,5.77864544482054e-06,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.733720240271019,47.6629672802536,0
bench_j1p70,same_current_egr_constant_pO2_qualitative,300,1,0.4,646,1.7,0.60195,0.624064490164906,0.0221144901649056,9.98503184263849,47.6629672802536,47.9712525986566,21.0306341849368,0.522705880194789,75.961861056668,80.547029267671,3.64171990679673,1,290.614829189507,285.696883606037,205.725,6511.01342965554,6476.51422717516,0.000237545186195013,0.501710549184017,26.5732097937004,4.31092760332402,1.70277581545974e-06,0.00209754091571313,7.55680783981472e-06,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.308285318402987,47.6629672802536,0
bench_j1p80,same_current_egr_constant_pO2_qualitative,120,1,0.1,684,1.8,0.59018125,0.606576668162188,0.016395418162188,9.70522669059501,47.5943674621137,47.563362731996,31.1652167240265,0.614472862992655,81.607099703761,79.7209515351512,2.06993189167481,1,266.981643673596,232.796368191019,201.225,7085.40094363301,6217.5134139255,0.000472307740713423,0.663757714468807,27.2129235576988,2.32962448058456,0.000359742734074686,0.432585656163155,0.00921301080621173,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,-0.031004730117715,47.5943674621137,0
bench_j1p80,same_current_egr_constant_pO2_qualitative,120,1,0.2,684,1.8,0.59018125,0.609383141485333,0.0192018914853334,9.75013026376533,47.5943674621137,47.3292165375445,31.1527428965025,0.688963856740069,78.7827722024334,79.7278681413033,2.62739536746879,1,275.388126176177,248.018706404107,201.225,7054.68689958451,6228.39120698449,0.000486112739080628,0.530589115726029,24.4494645320522,2.86723012995023,0.000316168950155848,0.431826489925683,0.00512652733051622,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,-0.265150924569156,47.5943674621137,0
bench_j1p80,same_current_egr_constant_pO2_qualitative,120,1,0.3,684,1.8,0.59018125,0.614874347397867,0.0246930973978673,9.83798955836588,47.5943674621137,48.2069950967056,21.533456732663,0.531640756007365,76.1218688838292,79.9818705928125,3.15620715900125,1,281.169763378489,264.592978837266,201.225,6994.59114207774,6622.93858172455,0.000249616050999885,0.537339024743174,27.8664497713644,3.58403766243778,0.000339287475834227,0.437729741991959,0.000984950128444351,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.61262763459186,47.5943674621137,0
bench_j1p80,same_current_egr_constant_pO2_qualitative,120,1,0.4,684,1.8,0.59018125,0.615951799737873,0.0257705497378734,9.85522879580597,47.5943674621137,47.7818566771699,21.2153757905904,0.524395500909335,76.0940695294448,79.9770469738149,3.64524159967523,1,288.809645416672,286.76096164953,201.225,6982.79950366871,6615.5300642574,0.000258641477200707,0.525358248597041,27.2703087255481,4.30084519492534,0.000335665455239886,0.436791991123002,0.0013253288713575,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.187489215056203,47.5943674621137,0
bench_j1p90,same_current_egr_constant_pO2_qualitative,120,1,0.1,722,1.9,0.57885625,0.599373523788171,0.0205172737881711,9.58997638061074,47.559305148204,47.5491238941068,31.0989264486865,0.646314473555094,80.3058124683763,80.014700760755,2.40473865745225,1,266.702208867666,238.290227628173,196.025,7562.24505319905,6752.23429603221,0.000530656212580864,0.573205154597222,25.4180885065254,2.50939307397609,0.000276384918635575,0.401613826956961,0.00627658185558977,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,-0.0101812540972261,47.559305148204,0
bench_j1p90,same_current_egr_constant_pO2_qualitative,120,1,0.2,722,1.9,0.57885625,0.602830443688987,0.0239741936889871,9.64528709902379,47.559305148204,47.8937744148996,25.7801055849983,0.60961166129895,77.1593989976619,80.0648486897672,2.96222868283956,1,273.186211986504,254.437861486459,196.025,7522.31071450482,6833.15346701806,0.000421392254043377,0.469894323168682,23.7346110093562,3.22636252368354,0.00028609346614239,0.404360431150252,0.00191327924119233,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.334469266695628,47.559305148204,0
bench_j1p90,same_current_egr_constant_pO2_qualitative,120,1,0.3,722,1.9,0.57885625,0.605799999375399,0.0269437493753992,9.69279999000639,47.559305148204,48.0195449551235,21.9803753775886,0.535669408521133,76.4336245722216,80.278924041744,3.16420185533466,1,279.918352271769,264.359829221257,196.025,7488.00640721539,7177.58570799013,0.000273926927754676,0.547702244260938,28.7310416155907,3.58484724853727,0.000300110767360695,0.406087329861251,0.000773201766468445,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.460239806919468,47.559305148204,0
bench_j1p90,same_current_egr_constant_pO2_qualitative,120,1,0.4,722,1.9,0.57885625,0.606953062765367,0.0280968127653668,9.71124900424587,47.559305148204,47.5858981492621,21.5860500755644,0.52672456327308,76.4032851018184,80.2737997681519,3.65810475819561,0,287.10056452951,287.64933294252,196.025,7474.68621893448,7169.43337409441,0.000282472453111055,0.533509172223267,28.0148497242617,4.30181669824472,0.000296974754158574,0.405169687321376,0.00106784918225766,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.0265930010581528,47.559305148204,0
