check_scope,status,reason,model_name,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10
qualitative_vehicle_regression_placeholder,not_run,vehicle auxiliary regression is qualitative only and is not part of bench voltage fitting,CEGR_Vehicle_10kW_GZS60_v03_stage1_pressurefix,0.304017191981674,2.25306159969634e-05,-2.43220427368691e-40,6.6267870643995e-05,0.045547324307882,6.57684656898606e-05,-1.52874181622737,9.63813640803096e-05,2.42869264823938e-06,0.0097928910349888
